觀測月份,觀測站,當月資料缺漏超過1日,降雨量
"2022-04","新竹畜試所","","80"
"2022-03","新竹畜試所","","287.5"
"2022-02","新竹畜試所","","181"
"2022-01","新竹畜試所","","65.5"
"2021-12","新竹畜試所","","53.5"
"2021-11","新竹畜試所","","9.5"
"2021-10","新竹畜試所","","13"
"2021-09","新竹畜試所","","12"
"2021-08","新竹畜試所","","278.5"
"2021-07","新竹畜試所","","216"
"2021-06","新竹畜試所","","389.5"
"2021-05","新竹畜試所","","305"
"2021-04","新竹畜試所","","32.5"
"2021-03","新竹畜試所","","56"
"2021-02","新竹畜試所","","52.5"
"2021-01","新竹畜試所","","10"
"2020-12","新竹畜試所","","38"
"2020-11","新竹畜試所","","9"
"2020-10","新竹畜試所","","9.5"
"2020-09","新竹畜試所","","13.5"
"2020-08","新竹畜試所","","88"
"2020-07","新竹畜試所","","15"
"2020-06","新竹畜試所","","70"
"2023-03","文山茶改場","","55"
"2023-02","文山茶改場","","99"
"2023-01","文山茶改場","","110"
"2022-12","文山茶改場","","343"
"2022-11","文山茶改場","","216"
"2022-10","文山茶改場","","716.5"
"2022-09","文山茶改場","","909"
"2022-08","文山茶改場","","53"
"2022-07","文山茶改場","","131.5"
"2022-06","文山茶改場","*","253.5"
"2022-05","文山茶改場","","620.5"
"2022-04","文山茶改場","","136"
"2022-03","文山茶改場","","224"
"2022-02","文山茶改場","","365.5"
"2022-01","文山茶改場","","166.5"
"2021-12","文山茶改場","","119"
"2021-11","文山茶改場","","166.5"
"2021-10","文山茶改場","","541"
"2021-09","文山茶改場","","264"
"2021-08","文山茶改場","","509.5"
"2021-07","文山茶改場","","444.5"
"2021-06","文山茶改場","","289"
"2021-05","文山茶改場","","294.5"
"2021-04","文山茶改場","","63"
"2021-03","文山茶改場","","89"
"2021-02","文山茶改場","","101"
"2021-01","文山茶改場","","131.5"
"2020-12","文山茶改場","","273.5"
"2020-11","文山茶改場","","185"
"2020-10","文山茶改場","","199.5"
"2020-09","文山茶改場","","175"
"2020-08","文山茶改場","","297"
"2020-07","文山茶改場","","325.5"
"2020-06","文山茶改場","","174.5"
"2020-05","文山茶改場","","500"
"2019-12","文山茶改場","","234.5"
"2019-11","文山茶改場","","118"
"2019-10","文山茶改場","*","142"
"2019-09","文山茶改場","*","771"
"2019-08","文山茶改場","*","328.5"
"2019-07","文山茶改場","","240.5"
"2019-06","文山茶改場","*","394"
"2019-05","文山茶改場","*","243"
"2019-04","文山茶改場","*","140.5"
"2019-03","文山茶改場","","184"
"2019-02","文山茶改場","*","81.5"
"2019-01","文山茶改場","*","119"
"2018-12","文山茶改場","*","194"
"2018-11","文山茶改場","","108"
"2018-10","文山茶改場","","XXX"
"2018-09","文山茶改場","","XXX"
"2018-08","文山茶改場","","XXX"
"2018-07","文山茶改場","","XXX"
"2018-06","文山茶改場","","XXX"
"2018-05","文山茶改場","","XXX"
"2018-04","文山茶改場","","XXX"
"2018-03","文山茶改場","","XXX"
"2018-02","文山茶改場","","XXX"
"2018-01","文山茶改場","","XXX"
"2023-03","恆春畜試所","*","2"
"2023-02","恆春畜試所","","21.5"
"2023-01","恆春畜試所","","42.5"
"2022-12","恆春畜試所","","25"
"2022-11","恆春畜試所","","28.5"
"2022-10","恆春畜試所","","240.5"
"2022-09","恆春畜試所","","49.5"
"2022-08","恆春畜試所","","295.5"
"2022-07","恆春畜試所","","128"
"2022-06","恆春畜試所","","137.5"
"2022-05","恆春畜試所","","318"
"2022-04","恆春畜試所","","31"
"2022-03","恆春畜試所","","11.5"
"2022-02","恆春畜試所","","25.5"
"2022-01","恆春畜試所","","264"
"2021-12","恆春畜試所","","46.5"
"2021-11","恆春畜試所","","39.5"
"2021-10","恆春畜試所","","356"
"2021-09","恆春畜試所","","195"
"2021-08","恆春畜試所","","858"
"2021-07","恆春畜試所","","331.5"
"2021-06","恆春畜試所","","522.5"
"2021-05","恆春畜試所","","0"
"2021-04","恆春畜試所","","10.5"
"2019-12","恆春畜試所","","23.5"
"2019-11","恆春畜試所","","10.5"
"2019-10","恆春畜試所","*","47"
"2019-09","恆春畜試所","","352.5"
"2019-08","恆春畜試所","*","783"
"2019-07","恆春畜試所","*","535"
"2019-06","恆春畜試所","*","177"
"2019-05","恆春畜試所","*","202"
"2019-04","恆春畜試所","*","18"
"2019-03","恆春畜試所","*","29"
"2019-02","恆春畜試所","*","50.5"
"2019-01","恆春畜試所","*","72"
"2018-12","恆春畜試所","","15"
"2018-11","恆春畜試所","","13.5"
"2018-10","恆春畜試所","","XXX"
"2018-09","恆春畜試所","","284.5"
"2018-08","恆春畜試所","","XXX"
"2018-07","恆春畜試所","","361.5"
"2018-06","恆春畜試所","","542"
"2018-05","恆春畜試所","","31.5"
"2018-04","恆春畜試所","","17.5"
"2018-03","恆春畜試所","","38"
"2018-02","恆春畜試所","","38.5"
"2018-01","恆春畜試所","","35.5"
"2017-12","恆春畜試所","*","52"
"2017-11","恆春畜試所","","48.5"
"2017-10","恆春畜試所","","458.5"
"2017-09","恆春畜試所","","404.5"
"2017-08","恆春畜試所","*","201"
"2017-07","恆春畜試所","*","591"
"2017-06","恆春畜試所","","79.5"
"2017-05","恆春畜試所","","109.5"
"2017-04","恆春畜試所","","49"
"2017-03","恆春畜試所","","8"
"2017-02","恆春畜試所","","32"
"2017-01","恆春畜試所","","18.5"
"2016-12","恆春畜試所","*","0"
"2016-11","恆春畜試所","","75.5"
"2016-10","恆春畜試所","","532.5"
"2016-09","恆春畜試所","*","622.5"
"2016-08","恆春畜試所","","410.5"
"2016-07","恆春畜試所","","242.5"
"2016-06","恆春畜試所","","309"
"2016-05","恆春畜試所","","XXX"
"2016-04","恆春畜試所","","38"
"2016-03","恆春畜試所","*","42.5"
"2016-02","恆春畜試所","","6.5"
"2016-01","恆春畜試所","","95.5"
"2015-12","恆春畜試所","","4"
"2015-11","恆春畜試所","","35.5"
"2015-10","恆春畜試所","","64"
"2015-09","恆春畜試所","","41"
"2015-08","恆春畜試所","*","222.5"
"2015-07","恆春畜試所","","313.5"
"2015-06","恆春畜試所","","49.5"
"2015-05","恆春畜試所","","365.5"
"2015-04","恆春畜試所","","127.5"
"2015-03","恆春畜試所","","1"
"2015-02","恆春畜試所","","14"
"2015-01","恆春畜試所","","44"
"2014-12","恆春畜試所","","17"
"2014-11","恆春畜試所","","31"
"2014-10","恆春畜試所","","85"
"2014-09","恆春畜試所","","310"
"2014-08","恆春畜試所","","303.5"
"2014-07","恆春畜試所","","125.5"
"2014-06","恆春畜試所","","370"
"2014-05","恆春畜試所","","25.5"
"2014-04","恆春畜試所","","9.5"
"2014-03","恆春畜試所","","64"
"2014-02","恆春畜試所","","48.5"
"2014-01","恆春畜試所","","11.5"
"2013-12","恆春畜試所","","91"
"2013-11","恆春畜試所","*","75"
"2013-10","恆春畜試所","","12.5"
"2013-09","恆春畜試所","","373"
"2013-08","恆春畜試所","","609"
"2013-07","恆春畜試所","*","227.5"
"2013-06","恆春畜試所","","245"
"2013-05","恆春畜試所","","249.5"
"2013-04","恆春畜試所","","83.5"
"2013-03","恆春畜試所","","3.5"
"2013-02","恆春畜試所","","50.5"
"2013-01","恆春畜試所","","99.5"
"2012-12","恆春畜試所","","71.5"
"2012-11","恆春畜試所","","77.1"
"2012-10","恆春畜試所","","18"
"2012-09","恆春畜試所","","89"
"2012-08","恆春畜試所","","883.5"
"2012-07","恆春畜試所","","525.5"
"2012-06","恆春畜試所","","692"
"2012-05","恆春畜試所","","387.5"
"2012-04","恆春畜試所","","56"
"2012-03","恆春畜試所","","6"
"2012-02","恆春畜試所","","117"
"2012-01","恆春畜試所","","1.5"
"2011-12","恆春畜試所","","41"
"2011-11","恆春畜試所","","無資料"
"2011-10","恆春畜試所","","17"
"2011-09","恆春畜試所","","69"
"2011-08","恆春畜試所","*","9"
"2011-07","恆春畜試所","","484.5"
"2011-06","恆春畜試所","","418.5"
"2011-05","恆春畜試所","","136"
"2011-04","恆春畜試所","","50.5"
"2011-03","恆春畜試所","","6.5"
"2011-02","恆春畜試所","","51"
"2011-01","恆春畜試所","","18"
"2010-12","恆春畜試所","","4"
"2010-11","恆春畜試所","","9"
"2010-10","恆春畜試所","","543.5"
"2010-09","恆春畜試所","","775.5"
"2010-08","恆春畜試所","*","226"
"2010-07","恆春畜試所","","270.5"
"2010-06","恆春畜試所","","119.5"
"2017-08","恆春畜試分所","*","201"
"2017-07","恆春畜試分所","*","591"
"2017-06","恆春畜試分所","","79.5"
"2017-05","恆春畜試分所","","109.5"
"2017-04","恆春畜試分所","","49"
"2017-03","恆春畜試分所","","8"
"2017-02","恆春畜試分所","","32"
"2017-01","恆春畜試分所","","18.5"
"2016-12","恆春畜試分所","*","0"
"2016-11","恆春畜試分所","","75.5"
"2016-10","恆春畜試分所","","532.5"
"2016-09","恆春畜試分所","*","622.5"
"2016-08","恆春畜試分所","","410.5"
"2016-07","恆春畜試分所","","242.5"
"2016-06","恆春畜試分所","","309"
"2016-05","恆春畜試分所","","無資料"
"2016-04","恆春畜試分所","","38"
"2016-03","恆春畜試分所","*","42.5"
"2016-02","恆春畜試分所","","6.5"
"2016-01","恆春畜試分所","","95.5"
"2015-12","恆春畜試分所","","4"
"2015-11","恆春畜試分所","","35.5"
"2015-10","恆春畜試分所","","64"
"2015-09","恆春畜試分所","","41"
"2023-03","恆春工作站","","0"
"2023-02","恆春工作站","","0.5"
"2023-01","恆春工作站","","2"
"2022-12","恆春工作站","","0.5"
"2022-11","恆春工作站","","0.5"
"2022-10","恆春工作站","","76.5"
"2022-09","恆春工作站","","13"
"2022-08","恆春工作站","","156"
"2022-07","恆春工作站","","164.5"
"2022-06","恆春工作站","","116"
"2022-05","恆春工作站","","301"
"2022-04","恆春工作站","","19"
"2022-03","恆春工作站","","47"
"2022-02","恆春工作站","","10"
"2022-01","恆春工作站","","127"
"2021-12","恆春工作站","","0.5"
"2021-11","恆春工作站","","8.5"
"2021-10","恆春工作站","","255.5"
"2021-09","恆春工作站","","56.5"
"2021-08","恆春工作站","","596"
"2021-07","恆春工作站","","255.5"
"2021-06","恆春工作站","","452.5"
"2021-05","恆春工作站","","7.5"
"2021-04","恆春工作站","","0.5"
"2023-03","宜蘭畜試所","","94.5"
"2023-02","宜蘭畜試所","","260"
"2023-01","宜蘭畜試所","","380.5"
"2022-12","宜蘭畜試所","","933"
"2022-11","宜蘭畜試所","","792"
"2022-10","宜蘭畜試所","","984.5"
"2022-09","宜蘭畜試所","","320.5"
"2022-08","宜蘭畜試所","","8"
"2022-07","宜蘭畜試所","","5.5"
"2022-06","宜蘭畜試所","","104.5"
"2022-05","宜蘭畜試所","","341"
"2022-04","宜蘭畜試所","","56"
"2022-03","宜蘭畜試所","","138"
"2022-02","宜蘭畜試所","","712"
"2022-01","宜蘭畜試所","","673"
"2021-12","宜蘭畜試所","","296.5"
"2021-11","宜蘭畜試所","","267.5"
"2021-10","宜蘭畜試所","","470"
"2021-09","宜蘭畜試所","","171"
"2021-08","宜蘭畜試所","","125"
"2021-07","宜蘭畜試所","","174.5"
"2021-06","宜蘭畜試所","","199.5"
"2021-05","宜蘭畜試所","","102.5"
"2021-04","宜蘭畜試所","","78.5"
"2022-05","太湖分場","","717.5"
"2022-04","太湖分場","","81.5"
"2022-03","太湖分場","","315.5"
"2022-02","太湖分場","","205.5"
"2022-01","太湖分場","","56.5"
"2021-12","太湖分場","","71"
"2021-11","太湖分場","","12"
"2021-10","太湖分場","","10"
"2021-09","太湖分場","","148.5"
"2021-08","太湖分場","","556"
"2021-07","太湖分場","","391.5"
"2021-06","太湖分場","","481"
"2021-05","太湖分場","","294"
"2021-04","太湖分場","","28"
"2021-03","太湖分場","","56.5"
"2021-02","太湖分場","","36.5"
"2021-01","太湖分場","","14"
"2020-12","太湖分場","","29.5"
"2020-11","太湖分場","","0"
"2020-10","太湖分場","","0"
"2020-09","太湖分場","","22"
"2020-08","太湖分場","","186.5"
"2020-07","太湖分場","","103.5"
"2020-06","太湖分場","","76.5"
"2023-03","大湖分場","","27"
"2023-02","大湖分場","","16"
"2023-01","大湖分場","","5"
"2022-12","大湖分場","","24"
"2022-11","大湖分場","","26.5"
"2022-10","大湖分場","*","18"
"2022-09","大湖分場","*","271"
"2022-08","大湖分場","","97"
"2022-07","大湖分場","","111.5"
"2022-06","大湖分場","","631"
"2022-05","大湖分場","","717.5"
"2022-04","大湖分場","","81.5"
"2022-03","大湖分場","","315.5"
"2022-02","大湖分場","","205.5"
"2022-01","大湖分場","","56.5"
"2021-12","大湖分場","","71"
"2021-11","大湖分場","","12"
"2021-10","大湖分場","","10"
"2021-09","大湖分場","","148.5"
"2021-08","大湖分場","","556"
"2021-07","大湖分場","","391.5"
"2021-06","大湖分場","","481"
"2021-05","大湖分場","","294"
"2021-04","大湖分場","","28"
"2021-03","大湖分場","","56.5"
"2021-02","大湖分場","","36.5"
"2021-01","大湖分場","","14"
"2020-12","大湖分場","","29.5"
"2020-11","大湖分場","","0"
"2019-12","大湖分場","*","138.5"
"2019-11","大湖分場","","0"
"2019-10","大湖分場","*","26"
"2019-09","大湖分場","*","52"
"2019-08","大湖分場","*","638.5"
"2019-07","大湖分場","*","16.5"
"2019-06","大湖分場","*","437.5"
"2019-05","大湖分場","*","416"
"2019-04","大湖分場","*","189"
"2019-03","大湖分場","","280"
"2019-02","大湖分場","","30.5"
"2019-01","大湖分場","*","29.5"
"2018-12","大湖分場","*","12.5"
"2018-11","大湖分場","*","16.5"
"2018-10","大湖分場","","XXX"
"2018-09","大湖分場","","XXX"
"2018-08","大湖分場","","XXX"
"2018-07","大湖分場","","XXX"
"2018-06","大湖分場","","XXX"
"2018-05","大湖分場","","XXX"
"2018-04","大湖分場","","XXX"
"2018-03","大湖分場","","XXX"
"2018-02","大湖分場","","XXX"
"2018-01","大湖分場","","XXX"
"2023-03","埔里分場","","28"
"2023-02","埔里分場","","15"
"2023-01","埔里分場","","14.5"
"2022-12","埔里分場","","20.5"
"2022-11","埔里分場","","15.5"
"2022-10","埔里分場","","77"
"2022-09","埔里分場","","117.5"
"2022-08","埔里分場","","163"
"2022-07","埔里分場","","375"
"2022-06","埔里分場","","404.5"
"2022-05","埔里分場","","470.5"
"2022-04","埔里分場","","108"
"2022-03","埔里分場","","138.5"
"2022-02","埔里分場","","139"
"2022-01","埔里分場","","54"
"2021-12","埔里分場","","25.5"
"2021-11","埔里分場","*","11.5"
"2021-10","埔里分場","","42"
"2021-09","埔里分場","","212.5"
"2021-08","埔里分場","","546.5"
"2021-07","埔里分場","","323"
"2021-06","埔里分場","*","514"
"2021-05","埔里分場","","254"
"2021-04","埔里分場","","51"
"2021-03","埔里分場","","24"
"2021-02","埔里分場","","0"
"2021-01","埔里分場","","15.5"
"2020-12","埔里分場","","無資料"
"2020-11","埔里分場","","無資料"
"2023-03","四湖植物園","","15.5"
"2023-02","四湖植物園","","10"
"2023-01","四湖植物園","","4"
"2022-12","四湖植物園","","13.5"
"2022-11","四湖植物園","","8"
"2022-10","四湖植物園","*","11.5"
"2022-09","四湖植物園","","8.5"
"2022-08","四湖植物園","","107.5"
"2022-07","四湖植物園","","39.5"
"2022-06","四湖植物園","","219"
"2022-05","四湖植物園","","293"
"2022-04","四湖植物園","*","20.5"
"2022-03","四湖植物園","","105"
"2022-02","四湖植物園","*","75"
"2022-01","四湖植物園","","25.5"
"2021-12","四湖植物園","","16.5"
"2021-11","四湖植物園","","5.5"
"2021-10","四湖植物園","","19"
"2021-09","四湖植物園","","23.5"
"2021-08","四湖植物園","","696.5"
"2021-07","四湖植物園","","119"
"2021-06","四湖植物園","","440"
"2021-05","四湖植物園","","123"
"2021-04","四湖植物園","","38"
"2021-03","四湖植物園","","6.5"
"2021-02","四湖植物園","","25.5"
"2021-01","四湖植物園","","1"
"2020-12","四湖植物園","","無資料"
"2020-11","四湖植物園","","無資料"
"2023-03","嘉義農試所","","8"
"2023-02","嘉義農試所","","0"
"2023-01","嘉義農試所","","10.5"
"2022-12","嘉義農試所","","31.5"
"2022-11","嘉義農試所","","1.5"
"2022-10","嘉義農試所","","8.5"
"2022-09","嘉義農試所","","48"
"2022-08","嘉義農試所","","537.5"
"2022-07","嘉義農試所","","137.5"
"2022-06","嘉義農試所","","265.5"
"2022-05","嘉義農試所","","249"
"2022-04","嘉義農試所","","77"
"2022-03","嘉義農試所","","89.5"
"2022-02","嘉義農試所","","88"
"2022-01","嘉義農試所","","27"
"2021-12","嘉義農試所","","18.5"
"2021-11","嘉義農試所","","13.5"
"2021-10","嘉義農試所","","13.5"
"2021-09","嘉義農試所","","136.5"
"2021-08","嘉義農試所","","822.5"
"2021-07","嘉義農試所","","289"
"2021-06","嘉義農試所","","706.5"
"2021-05","嘉義農試所","","112.5"
"2021-04","嘉義農試所","","11.5"
"2023-03","嘉義分場","","8"
"2023-02","嘉義分場","","0"
"2023-01","嘉義分場","","7"
"2022-12","嘉義分場","","11.5"
"2022-11","嘉義分場","","1"
"2022-10","嘉義分場","","7"
"2022-09","嘉義分場","","57.5"
"2022-08","嘉義分場","*","118"
"2022-07","嘉義分場","","74.5"
"2022-06","嘉義分場","","188.5"
"2022-05","嘉義分場","","278"
"2022-04","嘉義分場","","123.5"
"2022-03","嘉義分場","","53.5"
"2022-02","嘉義分場","","67.5"
"2022-01","嘉義分場","","27"
"2021-12","嘉義分場","","19.5"
"2021-11","嘉義分場","","13"
"2021-10","嘉義分場","","6"
"2021-09","嘉義分場","","33"
"2021-08","嘉義分場","","664"
"2021-07","嘉義分場","","141.5"
"2021-06","嘉義分場","","434"
"2021-05","嘉義分場","","168"
"2021-04","嘉義分場","","4.5"
"2015-12","台東班鳩分場","*","41.5"
"2015-11","台東班鳩分場","","102.5"
"2015-10","台東班鳩分場","","62"
"2015-09","台東班鳩分場","","78.5"
"2015-08","台東班鳩分場","","203"
"2015-07","台東班鳩分場","","298.5"
"2015-06","台東班鳩分場","","5.5"
"2015-05","台東班鳩分場","","262"
"2015-04","台東班鳩分場","","63.5"
"2015-03","台東班鳩分場","*","54.5"
"2015-02","台東班鳩分場","*","1"
"2015-01","台東班鳩分場","","30.5"
"2014-12","台東班鳩分場","","24"
"2014-11","台東班鳩分場","","15.5"
"2014-10","台東班鳩分場","*","12.5"
"2014-09","台東班鳩分場","","546"
"2014-08","台東班鳩分場","","129.5"
"2014-07","台東班鳩分場","","220"
"2014-06","台東班鳩分場","","195"
"2014-05","台東班鳩分場","","91"
"2014-04","台東班鳩分場","*","71"
"2014-03","台東班鳩分場","","70.5"
"2014-02","台東班鳩分場","","95"
"2014-01","台東班鳩分場","","1"
"2013-12","台東班鳩分場","","57"
"2013-11","台東班鳩分場","*","153"
"2013-10","台東班鳩分場","","27"
"2013-09","台東班鳩分場","","479.5"
"2013-08","台東班鳩分場","","228"
"2013-07","台東班鳩分場","","180"
"2013-06","台東班鳩分場","","325.5"
"2013-05","台東班鳩分場","","304.5"
"2013-04","台東班鳩分場","","65"
"2013-03","台東班鳩分場","","10"
"2013-02","台東班鳩分場","","45.5"
"2013-01","台東班鳩分場","","33"
"2012-12","台東班鳩分場","","98"
"2012-11","台東班鳩分場","","85.1"
"2012-10","台東班鳩分場","","33.5"
"2012-09","台東班鳩分場","","212"
"2012-08","台東班鳩分場","","636.5"
"2012-07","台東班鳩分場","","291.5"
"2012-06","台東班鳩分場","","566"
"2012-05","台東班鳩分場","","226"
"2012-04","台東班鳩分場","","83.5"
"2012-03","台東班鳩分場","","53"
"2012-02","台東班鳩分場","","82.5"
"2012-01","台東班鳩分場","","40.5"
"2011-12","台東班鳩分場","","72"
"2011-11","台東班鳩分場","","594.5"
"2011-10","台東班鳩分場","","468"
"2011-09","台東班鳩分場","","180"
"2011-08","台東班鳩分場","","553.5"
"2011-07","台東班鳩分場","","523.5"
"2011-06","台東班鳩分場","","501"
"2011-05","台東班鳩分場","","284"
"2011-04","台東班鳩分場","","93.5"
"2011-03","台東班鳩分場","","15.5"
"2011-02","台東班鳩分場","","20"
"2011-01","台東班鳩分場","","15.5"
"2010-12","台東班鳩分場","","18.5"
"2010-11","台東班鳩分場","","48"
"2010-10","台東班鳩分場","","326.5"
"2010-09","台東班鳩分場","","969.5"
"2010-08","台東班鳩分場","","134"
"2010-07","台東班鳩分場","","264"
"2010-06","台東班鳩分場","","61"
"2010-05","台東班鳩分場","","169"
"2010-04","台東班鳩分場","","37"
"2010-03","台東班鳩分場","","21"
"2010-02","台東班鳩分場","","37"
"2010-01","台東班鳩分場","","51.5"
"2017-08","台東斑鳩分場","","223.5"
"2017-07","台東斑鳩分場","","250.5"
"2017-06","台東斑鳩分場","","172.5"
"2017-05","台東斑鳩分場","*","180"
"2017-04","台東斑鳩分場","","124.5"
"2017-03","台東斑鳩分場","","46.5"
"2017-02","台東斑鳩分場","*","12"
"2017-01","台東斑鳩分場","*","5"
"2016-12","台東斑鳩分場","*","19"
"2016-11","台東斑鳩分場","","153.5"
"2016-10","台東斑鳩分場","","1132"
"2016-09","台東斑鳩分場","*","1060.5"
"2016-08","台東斑鳩分場","","無資料"
"2016-07","台東斑鳩分場","","164.5"
"2016-06","台東斑鳩分場","","57"
"2016-05","台東斑鳩分場","","85"
"2016-04","台東斑鳩分場","","71"
"2016-03","台東斑鳩分場","","24.5"
"2016-02","台東斑鳩分場","","24.5"
"2016-01","台東斑鳩分場","","129.5"
"2015-12","台東斑鳩分場","*","41.5"
"2015-11","台東斑鳩分場","","102.5"
"2015-10","台東斑鳩分場","","62"
"2015-09","台東斑鳩分場","","78.5"
"2023-03","台大溪頭","","45.5"
"2023-02","台大溪頭","","9"
"2023-01","台大溪頭","","28"
"2022-12","台大溪頭","","39.5"
"2022-11","台大溪頭","","11"
"2022-10","台大溪頭","*","63"
"2022-09","台大溪頭","*","401"
"2022-08","台大溪頭","","226"
"2022-07","台大溪頭","","117.5"
"2022-06","台大溪頭","","219"
"2022-05","台大溪頭","","424"
"2022-04","台大溪頭","","88"
"2022-03","台大溪頭","","131.5"
"2022-02","台大溪頭","","158.5"
"2022-01","台大溪頭","","76.5"
"2021-12","台大溪頭","","29.5"
"2021-11","台大溪頭","","30"
"2021-10","台大溪頭","","57"
"2021-09","台大溪頭","","173.5"
"2021-08","台大溪頭","","722"
"2021-07","台大溪頭","","354"
"2021-06","台大溪頭","","652"
"2021-05","台大溪頭","","124.5"
"2021-04","台大溪頭","*","20"
"2021-03","台大溪頭","","27"
"2021-02","台大溪頭","","26.5"
"2021-01","台大溪頭","","14.5"
"2020-12","台大溪頭","","66"
"2020-11","台大溪頭","","14.5"
"2023-03","台中農改場","","6"
"2023-02","台中農改場","","5"
"2023-01","台中農改場","","5.5"
"2022-12","台中農改場","","13.5"
"2022-11","台中農改場","","9.5"
"2022-10","台中農改場","","6.5"
"2022-09","台中農改場","","49.5"
"2022-08","台中農改場","*","92"
"2022-07","台中農改場","","63"
"2022-06","台中農改場","","218"
"2022-05","台中農改場","","360"
"2022-04","台中農改場","","43"
"2022-03","台中農改場","","110"
"2022-02","台中農改場","","100"
"2022-01","台中農改場","","28.5"
"2021-12","台中農改場","","2"
"2021-11","台中農改場","","0"
"2021-10","台中農改場","","0.5"
"2021-09","台中農改場","","7"
"2021-08","台中農改場","","591.5"
"2021-07","台中農改場","","172.5"
"2021-06","台中農改場","*","491.5"
"2021-05","台中農改場","","216"
"2021-04","台中農改場","*","0"
"2021-03","台中農改場","","13.5"
"2021-02","台中農改場","","31.5"
"2021-01","台中農改場","","4"
"2020-12","台中農改場","","36.5"
"2020-11","台中農改場","","4.5"
"2017-12","台中農改場","","8.5"
"2017-11","台中農改場","","24"
"2017-10","台中農改場","","64.5"
"2017-09","台中農改場","","32"
"2017-08","台中農改場","","41"
"2017-07","台中農改場","","XXX"
"2017-06","台中農改場","","816.5"
"2017-05","台中農改場","","72.5"
"2017-04","台中農改場","","92"
"2017-03","台中農改場","*","32"
"2017-02","台中農改場","*","9"
"2017-01","台中農改場","*","2"
"2016-12","台中農改場","*","11"
"2016-11","台中農改場","","62"
"2016-10","台中農改場","*","11.5"
"2016-09","台中農改場","*","216"
"2016-08","台中農改場","","XXX"
"2016-07","台中農改場","*","72"
"2016-06","台中農改場","","210"
"2016-05","台中農改場","","23.5"
"2016-04","台中農改場","","179"
"2016-03","台中農改場","","155"
"2016-02","台中農改場","*","23.5"
"2016-01","台中農改場","","187.5"
"2015-12","台中農改場","","27"
"2015-11","台中農改場","","2"
"2015-10","台中農改場","","20"
"2015-09","台中農改場","","199"
"2015-08","台中農改場","","323"
"2015-07","台中農改場","","22.5"
"2015-06","台中農改場","","57.5"
"2015-05","台中農改場","","534"
"2015-04","台中農改場","","36"
"2015-03","台中農改場","","8.5"
"2015-02","台中農改場","","10.5"
"2015-01","台中農改場","","9.5"
"2014-12","台中農改場","","25"
"2014-11","台中農改場","","3"
"2014-10","台中農改場","","0"
"2014-09","台中農改場","","70"
"2014-08","台中農改場","","183.5"
"2014-07","台中農改場","","101"
"2014-06","台中農改場","","132"
"2014-05","台中農改場","","427.5"
"2014-04","台中農改場","","13.5"
"2014-03","台中農改場","","41.5"
"2014-02","台中農改場","","25"
"2014-01","台中農改場","*","4"
"2013-12","台中農改場","","62"
"2013-11","台中農改場","*","20.5"
"2013-10","台中農改場","","0.5"
"2013-09","台中農改場","*","16.5"
"2013-08","台中農改場","*","463"
"2013-07","台中農改場","","330"
"2013-06","台中農改場","","63.5"
"2013-05","台中農改場","","無資料"
"2013-04","台中農改場","","無資料"
"2013-03","台中農改場","","56"
"2013-02","台中農改場","","2.5"
"2013-01","台中農改場","","8.5"
"2012-12","台中農改場","","58.5"
"2012-11","台中農改場","","108"
"2012-10","台中農改場","","0"
"2012-09","台中農改場","","16"
"2012-08","台中農改場","","441.5"
"2012-07","台中農改場","","242"
"2012-06","台中農改場","","271.5"
"2012-05","台中農改場","","255.5"
"2012-04","台中農改場","*","212.5"
"2012-03","台中農改場","","21.5"
"2012-02","台中農改場","","83"
"2012-01","台中農改場","","40"
"2011-12","台中農改場","","38"
"2011-11","台中農改場","","171.5"
"2011-10","台中農改場","","14.5"
"2011-09","台中農改場","","52"
"2011-08","台中農改場","","63.5"
"2011-07","台中農改場","","553.5"
"2011-06","台中農改場","","81.5"
"2011-05","台中農改場","","103"
"2011-04","台中農改場","","1.5"
"2011-03","台中農改場","","19.5"
"2011-02","台中農改場","","17.5"
"2011-01","台中農改場","","28"
"2010-12","台中農改場","","22.5"
"2010-11","台中農改場","","16.5"
"2010-10","台中農改場","","0"
"2010-09","台中農改場","","100"
"2010-08","台中農改場","","170.5"
"2010-07","台中農改場","","288.5"
"2010-06","台中農改場","","392"
"2010-05","台中農改場","","88"
"2010-04","台中農改場","","113.5"
"2010-03","台中農改場","","22"
"2010-02","台中農改場","","82.5"
"2010-01","台中農改場","","26"
"2023-03","口湖工作站","*","3"
"2023-02","口湖工作站","","2.5"
"2023-01","口湖工作站","","4.5"
"2022-12","口湖工作站","","25.5"
"2022-11","口湖工作站","","4.5"
"2022-10","口湖工作站","","10.5"
"2022-09","口湖工作站","","7.5"
"2022-08","口湖工作站","","113.5"
"2022-07","口湖工作站","","115.5"
"2022-06","口湖工作站","","170"
"2022-05","口湖工作站","","239"
"2022-04","口湖工作站","","43"
"2022-03","口湖工作站","","82.5"
"2022-02","口湖工作站","","57.5"
"2022-01","口湖工作站","","21"
"2021-12","口湖工作站","","12"
"2021-11","口湖工作站","","2.5"
"2021-10","口湖工作站","","4"
"2021-09","口湖工作站","","45"
"2021-08","口湖工作站","","616.5"
"2021-07","口湖工作站","","124"
"2021-06","口湖工作站","","371.5"
"2021-05","口湖工作站","","81.5"
"2021-04","口湖工作站","","16"
"2021-03","口湖工作站","","3"
"2021-02","口湖工作站","","18"
"2021-01","口湖工作站","","0"
